filename,user,description quality,extra insight,inaccurate,confusion with other,title mention,visual element mention,data element mention,elements mentioned
economist_daily_chart_116.png, mrc, 1, 0, 0, 0, 0, 0, 1, 
economist_daily_chart_116.png, ad, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_116.png, abl, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_124.png, cmb, 3, 0, 0, 0, 1, 0, 1, 
economist_daily_chart_124.png, ls, 2, 0, 0, 0, 1, 0, 1, Legend, Paragraph
economist_daily_chart_124.png, wab, 2, 0, 0, 0, 1, 0, 1, Legend, Paragraph
economist_daily_chart_124.png, pi, 3, 1, 0, 0, 1, 0, 1, Legend, Paragraph
economist_daily_chart_124.png, db, 3, 0, 0, 0, 1, 0, 1, 
economist_daily_chart_124.png, mc, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_124.png, abl, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_124.png, am, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_124.png, lcm, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_124.png, rb, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_124.png, rk, 1, 0, 0, 0, 0, 0, 1, 
economist_daily_chart_129.png, cmb, 1, 0, 1, 0, 0, 0, 0, Data, Labels, Legend
economist_daily_chart_129.png, pi, 2, 1, 0, 0, 0, 0, 1, 
economist_daily_chart_129.png, mc, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_129.png, mg, 3, 1, 0, 0, 1, 0, 0, 
economist_daily_chart_129.png, vm, 2, 0, 0, 0, 0, 0, 1, Axis
economist_daily_chart_129.png, ad, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_129.png, abl, 2, 1, 0, 0, 0, 0, 1, Annotation, Axis
economist_daily_chart_129.png, am, 1, 1, 0, 0, 0, 0, 0, Annotation, Axis
economist_daily_chart_153.png, cmb, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_153.png, ls, 2, 0, 0, 0, 1, 0, 1, Data, Labels, Legend, Axis
economist_daily_chart_153.png, jm, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_153.png, ch, 2, 0, 0, 0, 1, 0, 1, Legend
economist_daily_chart_153.png, em, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_153.png, rs, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_153.png, abl, 2, 0, 0, 0, 0, 0, 0, Legend
economist_daily_chart_153.png, rb, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_165.png, cmb, 0, 0, 0, 0, 0, 0, 0, Axis
economist_daily_chart_165.png, sk, 3, 0, 0, 0, 1, 0, 1, Legend, Axis, Data
economist_daily_chart_165.png, wab, 3, 0, 1, 0, 1, 0, 1, Legend, Axis, Data
economist_daily_chart_165.png, pi, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_165.png, sok, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_165.png, dn, 2, 0, 0, 0, 1, 0, 1, Axis
economist_daily_chart_165.png, mc, 3, 1, 0, 0, 1, 0, 1, Legend, Axis
economist_daily_chart_165.png, ag, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_165.png, lcm, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_167.png, db, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_167.png, mc, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_167.png, mg, 2, 0, 0, 0, 0, 0, 0, Paragraph
economist_daily_chart_167.png, ms, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_167.png, abl, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_18.png, pi, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_18.png, sok, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_18.png, em, 2, 0, 0, 0, 1, 0, 0, Paragraph
economist_daily_chart_18.png, mg, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_18.png, vm, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_18.png, lcm, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_187.png, wab, 3, 0, 0, 0, 1, 0, 0, Axis, Header Row, Data
economist_daily_chart_187.png, pi, 2, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_187.png, sok, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_187.png, jm, 3, 0, 0, 0, 1, 0, 0, Axis, Header Row, Data
economist_daily_chart_187.png, em, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_187.png, mg, 3, 1, 0, 0, 1, 0, 1, 
economist_daily_chart_187.png, ra, 2, 0, 0, 0, 0, 0, 0, Paragraph
economist_daily_chart_187.png, vm, 2, 1, 0, 0, 1, 0, 0, 
economist_daily_chart_187.png, abl, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_202.png, pi, 3, 0, 0, 0, 1, 0, 1, Axis Label, Axis, Data, Label
economist_daily_chart_202.png, db, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_202.png, mg, 3, 0, 0, 0, 1, 0, 1, Annotations
economist_daily_chart_202.png, am, 3, 0, 0, 0, 1, 0, 1, Annotations
economist_daily_chart_202.png, lcm, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_202.png, rk, 2, 0, 0, 0, 1, 0, 1, Annotation
economist_daily_chart_215.png, sok, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_215.png, mg, 3, 1, 0, 0, 1, 0, 1, Annotation
economist_daily_chart_215.png, rs, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_215.png, abl, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_215.png, lcm, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_215.png, rb, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_215.png, rk, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_219.png, cmb, 3, 0, 0, 0, 0, 0, 1, Legend, Label, Data
economist_daily_chart_219.png, wab, 3, 0, 0, 0, 0, 0, 1, Legend, Label, Data
economist_daily_chart_219.png, pi, 3, 0, 0, 0, 1, 0, 1, Legend, Annotation
economist_daily_chart_219.png, sok, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_219.png, mg, 3, 1, 0, 0, 0, 0, 1, Legend, Annotation
economist_daily_chart_219.png, mrc, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_219.png, abl, 1, 0, 0, 0, 0, 0, 1, Legend, Annotation
economist_daily_chart_219.png, lcm, 3, 0, 0, 0, 0, 0, 1, Legend, Annotation
economist_daily_chart_219.png, rb, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_240.png, pi, 2, 0, 0, 0, 0, 0, 0, Legend
economist_daily_chart_240.png, sok, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_240.png, mg, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_240.png, rb, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_242.png, cmb, 1, 0, 1, 0, 0, 0, 1, Legend, Data
economist_daily_chart_242.png, wab, 3, 0, 0, 0, 1, 0, 1, Data, Legend, Axis Label, Axis
economist_daily_chart_242.png, sok, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_242.png, mc, 2, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_242.png, mg, 3, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_242.png, rs, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_242.png, rb, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_258.png, cmb, 0, 0, 0, 0, 0, 0, 1, Data, Label
economist_daily_chart_258.png, ls, 1, 0, 0, 0, 1, 0, 1, Annotation
economist_daily_chart_258.png, ch, 1, 0, 0, 0, 1, 0, 1, Annotation
economist_daily_chart_258.png, db, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_258.png, mg, 2, 0, 0, 0, 1, 0, 1, Annotation
economist_daily_chart_258.png, ms, 1, 0, 1, 0, 1, 0, 0, 
economist_daily_chart_258.png, wab, 1, 0, 0, 0, 1, 0, 1, 
economist_daily_chart_258.png, abl, 1, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_258.png, am, 1, 0, 1, 0, 1, 0, 1, 
economist_daily_chart_258.png, lcm, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_258.png, rb, 1, 0, 0, 0, 1, 0, 1, Annotation
economist_daily_chart_268.png, cmb, 3, 0, 1, 0, 1, 0, 0, Axis, Pictogram, Data
economist_daily_chart_268.png, ls, 3, 0, 0, 0, 1, 0, 1, Axis, Pictogram, Data
economist_daily_chart_268.png, wab, 3, 0, 0, 0, 1, 0, 0, Axis, Data
economist_daily_chart_268.png, dn, 2, 0, 0, 0, 0, 0, 0, Paragraph, Axis Label
economist_daily_chart_268.png, mc, 2, 1, 1, 0, 1, 0, 1, Paragraph, Axis Label
economist_daily_chart_268.png, mg, 3, 1, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_268.png, tj, 3, 0, 0, 0, 0, 0, 1, Paragraph, Axis Label
economist_daily_chart_268.png, abl, 3, 0, 0, 0, 0, 0, 1, Paragraph, Axis Label
economist_daily_chart_268.png, lcm, 2, 0, 0, 0, 1, 0, 0, Paragraph
economist_daily_chart_268.png, md, 3, 0, 0, 0, 0, 0, 1, Paragraph, Axis Label
economist_daily_chart_268.png, rb, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_268.png, rk, 3, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_317.png, pi, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_317.png, sok, 3, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_317.png, mg, 3, 1, 1, 0, 1, 0, 1, Legend
economist_daily_chart_317.png, tj, 2, 1, 0, 0, 0, 0, 1, 
economist_daily_chart_317.png, vm, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_317.png, wab, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_317.png, abl, 3, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_317.png, am, 3, 1, 0, 0, 1, 0, 1, Legend
economist_daily_chart_317.png, lcm, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_317.png, rb, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_324.png, sok, 2, 0, 1, 0, 0, 0, 0, Legend
economist_daily_chart_324.png, mg, 1, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_35.png, wab, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_35.png, db, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_35.png, ag, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_35.png, lcm, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_380.png, ls, 2, 0, 0, 0, 1, 0, 1, Paragraph, Data, Label
economist_daily_chart_380.png, sok, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_380.png, mc, 2, 0, 1, 0, 1, 0, 0, Paragraph, Label
economist_daily_chart_380.png, ag, 2, 0, 0, 0, 0, 0, 0, Label
economist_daily_chart_390.png, cmb, 3, 0, 1, 0, 1, 0, 1, Data, Legend
economist_daily_chart_390.png, wab, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_390.png, pi, 3, 1, 0, 0, 1, 0, 1, Legend
economist_daily_chart_390.png, mg, 3, 1, 0, 0, 1, 0, 0, Legend
economist_daily_chart_390.png, lcm, 1, 0, 1, 1, 0, 0, 0, Legend
economist_daily_chart_390.png, rb, 3, 0, 0, 0, 1, 0, 1, Legend
economist_daily_chart_392.png, wab, 3, 0, 0, 0, 1, 0, 1, Data, Axis
economist_daily_chart_392.png, sok, 1, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_392.png, mg, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_392.png, rs, 2, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_392.png, abl, 2, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_392.png, lcm, 2, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_392.png, rk, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_4.png, pi, 3, 0, 0, 0, 1, 0, 1, Label, Data, Axis
economist_daily_chart_4.png, sh, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_4.png, tj, 2, 0, 0, 0, 1, 0, 1, Axis Label, Annotation
economist_daily_chart_4.png, ad, 2, 0, 0, 0, 0, 0, 0, Paragraph
economist_daily_chart_4.png, abl, 3, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_406.png, sok, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_406.png, jm, 3, 0, 1, 0, 1, 0, 0, Label, Legend
economist_daily_chart_406.png, db, 1, 1, 0, 0, 0, 0, 1, Label
economist_daily_chart_406.png, em, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_406.png, mc, 3, 0, 0, 0, 1, 0, 1, Legend, Label
economist_daily_chart_406.png, mrc, 3, 0, 0, 0, 1, 0, 1, Label
economist_daily_chart_406.png, ms, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_406.png, rk, 3, 0, 1, 0, 0, 0, 1, 
economist_daily_chart_416.png, wab, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_416.png, mc, 2, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_416.png, mg, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_416.png, tj, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_430.png, wab, 1, 0, 0, 0, 1, 0, 0, Label
economist_daily_chart_430.png, sok, 2, 0, 0, 0, 1, 0, 0, Labels
economist_daily_chart_430.png, db, 1, 0, 0, 0, 0, 0, 1, 
economist_daily_chart_430.png, mg, 3, 0, 0, 0, 1, 0, 1, Label, Paragraph
economist_daily_chart_430.png, mrc, 1, 0, 0, 0, 0, 0, 1, 
economist_daily_chart_430.png, vm, 1, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_439.png, ls, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_439.png, sok, 1, 0, 0, 0, 0, 0, 0, Axis Label
economist_daily_chart_439.png, mg, 3, 1, 1, 0, 1, 0, 1, Axis Label, Legend
economist_daily_chart_439.png, rs, 3, 0, 0, 0, 1, 0, 1, Axis Label, Legend
economist_daily_chart_439.png, lcm, 2, 1, 0, 0, 1, 0, 1, Axis Label, Legend
economist_daily_chart_449.png, wab, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_449.png, sok, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_449.png, db, 1, 0, 1, 0, 0, 0, 0, 
economist_daily_chart_449.png, mg, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_449.png, abl, 2, 0, 1, 0, 2, 0, 1, Source, Axis Label
economist_daily_chart_45.png, cmb, 3, 0, 0, 0, 1, 0, 1, Legend, Axis, Data, Pictogram
economist_daily_chart_45.png, pi, 3, 1, 0, 0, 1, 0, 1, Paragraph, Legend
economist_daily_chart_45.png, sok, 2, 1, 0, 0, 0, 0, 0, Legend, Axis Label
economist_daily_chart_45.png, jm, 3, 0, 0, 0, 1, 0, 0, Legend, Axis, Data, Pictogram
economist_daily_chart_45.png, em, 2, 0, 0, 0, 0, 0, 0, Legend, Axis Label
economist_daily_chart_45.png, sh, 2, 0, 0, 0, 0, 0, 0, Legend, Axis Label
economist_daily_chart_45.png, vm, 2, 0, 0, 0, 0, 0, 0, Paragraph
economist_daily_chart_45.png, wab, 2, 1, 1, 0, 0, 0, 1, Legend, Axis Label
economist_daily_chart_45.png, abl, 3, 1, 0, 0, 0, 0, 0, Legend, Axis Label
economist_daily_chart_45.png, rb, 3, 1, 0, 0, 0, 0, 1, Legend, Axis Label, Paragraph
economist_daily_chart_453.png, cmb, 3, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_453.png, wab, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_453.png, mg, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_453.png, sh, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_453.png, pk, 1, 0, 1, 0, 0, 0, 0, 
economist_daily_chart_454.png, cmb, 0, 0, 0, 0, 0, 0, 0, Axis
economist_daily_chart_454.png, ls, 1, 0, 1, 0, 0, 0, 0, Paragraph, Legend
economist_daily_chart_454.png, db, 3, 1, 0, 0, 1, 0, 1, Axis Label, Legend
economist_daily_chart_454.png, mg, 1, 1, 0, 0, 0, 0, 0, 
economist_daily_chart_454.png, ad, 2, 0, 1, 0, 1, 0, 0, Paragraph
economist_daily_chart_454.png, abl, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_46.png, cmb, 2, 1, 1, 0, 1, 0, 1, Table Header Row
economist_daily_chart_46.png, ls, 2, 0, 0, 0, 1, 0, 1, Legend, Pictogram, Data
economist_daily_chart_46.png, wab, 3, 0, 0, 0, 1, 0, 1, Legend,  Data
economist_daily_chart_46.png, pi, 3, 1, 1, 0, 1, 0, 1, Table Header Row, Table
economist_daily_chart_46.png, sok, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_46.png, db, 3, 0, 0, 0, 1, 0, 1, Legend
economist_daily_chart_46.png, dn, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_46.png, mg, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_46.png, ra, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_46.png, rs, 2, 1, 1, 0, 1, 0, 1, 
economist_daily_chart_46.png, tj, 2, 0, 1, 0, 1, 0, 0, Legend
economist_daily_chart_46.png, abl, 3, 1, 0, 0, 1, 0, 1, Legend, Table Header Row, Source
economist_daily_chart_46.png, am, 2, 0, 0, 0, 1, 0, 1, Table Header Row
economist_daily_chart_46.png, lcm, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_46.png, rb, 3, 0, 0, 0, 1, 0, 1, Table Header Row
economist_daily_chart_46.png, rk, 2, 0, 0, 0, 1, 0, 0, Paragraph
economist_daily_chart_475.png, cmb, 3, 0, 0, 0, 1, 0, 1, Annotations
economist_daily_chart_475.png, ls, 2, 0, 0, 0, 1, 0, 0, Legend, Data
economist_daily_chart_475.png, sk, 3, 0, 1, 0, 1, 0, 1, Legend, Data, Label
economist_daily_chart_475.png, pi, 2, 1, 0, 0, 1, 0, 1, Annotations
economist_daily_chart_475.png, sok, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_475.png, dn, 2, 0, 1, 0, 1, 0, 1, Annotations
economist_daily_chart_475.png, mg, 2, 0, 1, 0, 1, 0, 1, Legend
economist_daily_chart_475.png, ra, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_475.png, sh, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_475.png, tj, 2, 1, 1, 0, 1, 0, 1, Annotations
economist_daily_chart_475.png, wab, 3, 0, 1, 0, 1, 0, 1, Legend, Annotations
economist_daily_chart_475.png, abl, 3, 1, 1, 0, 1, 0, 1, Legend, Annotations
economist_daily_chart_475.png, lcm, 2, 1, 0, 0, 1, 0, 1, Annotations
economist_daily_chart_475.png, pj, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_475.png, pk, 2, 1, 1, 0, 1, 0, 1, Annotations
economist_daily_chart_48.png, cmb, 2, 0, 0, 0, 1, 0, 1, Legend
economist_daily_chart_48.png, ls, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_48.png, wab, 2, 0, 0, 0, 1, 0, 1, Legend
economist_daily_chart_48.png, mc, 2, 0, 1, 0, 1, 0, 1, Legend
economist_daily_chart_48.png, mg, 3, 0, 0, 0, 1, 0, 1, Legend, Labels
economist_daily_chart_48.png, ra, 2, 0, 0, 0, 1, 0, 0, Legend
economist_daily_chart_48.png, sh, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_48.png, ag, 2, 1, 0, 0, 1, 0, 1, Legend
economist_daily_chart_48.png, lcm, 1, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_48.png, md, 2, 1, 0, 0, 1, 0, 1, Legend, Labels
economist_daily_chart_48.png, pk, 3, 0, 0, 0, 1, 0, 1, Legend, Labels
economist_daily_chart_48.png, rb, 3, 0, 0, 0, 1, 0, 1, Legend, Labels
economist_daily_chart_48.png, rk, 2, 1, 0, 0, 1, 0, 1, Legend, Labels
economist_daily_chart_490.png, pi, 3, 1, 0, 0, 1, 0, 1, Table, Paragraph
economist_daily_chart_490.png, mg, 2, 1, 0, 0, 1, 0, 1, Table
economist_daily_chart_490.png, lcm, 2, 0, 0, 0, 1, 0, 0, Paragraph
economist_daily_chart_491.png, pi, 1, 0, 0, 0, 0, 0, 0, Axis
economist_daily_chart_491.png, jm, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_491.png, mg, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_491.png, ad, 3, 0, 0, 0, 1, 0, 0, Legend, Axis Label
economist_daily_chart_491.png, lcm, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_493.png, ls, 2, 0, 0, 0, 0, 0, 0, Legend
economist_daily_chart_493.png, pi, 1, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_493.png, sok, 1, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_493.png, db, 1, 0, 0, 0, 0, 0, 1, 
economist_daily_chart_493.png, mg, 1, 0, 0, 0, 0, 0, 1, 
economist_daily_chart_493.png, mrc, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_493.png, tj, 3, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_493.png, wab, 1, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_493.png, ag, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_493.png, lcm, 1, 0, 1, 0, 0, 0, 1, 
economist_daily_chart_493.png, pk, 3, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_493.png, rb, 2, 0, 0, 0, 0, 0, 1, Legend
economist_daily_chart_5.png, cmb, 0, 0, 0, 0, 0, 0, 0, Axis, Data
economist_daily_chart_5.png, sok, 3, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_5.png, db, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_5.png, wab, 3, 1, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_5.png, abl, 3, 0, 1, 0, 1, 0, 1, Axis Label, Legend
economist_daily_chart_516.png, wab, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_516.png, sok, 0, 0, 1, 0, 0, 0, 0, 
economist_daily_chart_516.png, mrc, 2, 0, 1, 0, 1, 0, 1, Axis Label
economist_daily_chart_516.png, lcm, 0, 0, 1, 0, 0, 0, 0, 
economist_daily_chart_516.png, pj, 0, 0, 1, 0, 0, 0, 0, 
economist_daily_chart_516.png, rk, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_520.png, mg, 1, 0, 0, 0, 0, 0, 0, Axis Label
economist_daily_chart_520.png, vm, 1, 0, 1, 0, 0, 0, 0, Axis Label
economist_daily_chart_521.png, wab, 0, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_521.png, mg, 2, 1, 0, 0, 1, 0, 0, Legend
economist_daily_chart_521.png, vm, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_529.png, wab, 0, 0, 0, 1, 0, 0, 0, 
economist_daily_chart_529.png, mg, 3, 0, 0, 0, 0, 0, 1, Axis Label
economist_daily_chart_529.png, am, 2, 0, 0, 0, 0, 0, 0, Axis Label
economist_daily_chart_529.png, lcm, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_53.png, cmb, 3, 0, 0, 0, 1, 0, 1, Data, Axis
economist_daily_chart_53.png, pi, 2, 1, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_53.png, sok, 2, 1, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_53.png, cy, 2, 0, 0, 0, 1, 0, 0, 
economist_daily_chart_53.png, mc, 2, 0, 0, 0, 1, 0, 1, Axis Label
economist_daily_chart_53.png, mg, 2, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_53.png, abl, 3, 0, 0, 0, 1, 0, 0, Axis Label
economist_daily_chart_54.png, cmb, 2, 0, 1, 0, 0, 0, 0, Legend, Pictogram
economist_daily_chart_54.png, ls, 3, 0, 0, 0, 1, 0, 0, Axis Label, Pictogram
economist_daily_chart_54.png, wab, 3, 0, 0, 0, 1, 0, 0, Data, Legend, Label
economist_daily_chart_54.png, ch, 2, 0, 0, 0, 1, 0, 0, Pictogram, Legend
economist_daily_chart_54.png, krm, 1, 0, 0, 0, 0, 0, 0, Pictogram
economist_daily_chart_54.png, vm, 0, 0, 1, 1, 0, 0, 0, 
economist_daily_chart_54.png, ad, 3, 0, 0, 0, 1, 0, 0, Axis Label, Pictogram, Legend
economist_daily_chart_66.png, wab, 1, 0, 0, 0, 0, 0, 0, 
economist_daily_chart_66.png, pi, 2, 1, 1, 0, 1, 0, 1, Label
economist_daily_chart_66.png, jm, 3, 0, 0, 0, 1, 0, 0, Paragraph, Label, Data
economist_daily_chart_66.png, vm, 0, 0, 1, 0, 0, 0, 0, 
economist_daily_chart_66.png, ad, 2, 0, 0, 0, 1, 0, 1, 
economist_daily_chart_66.png, abl, 2, 0, 0, 0, 1, 0, 1, Axis Label, Legend, Label
